"GEO_ID","NAME","NAICS2017","NAICS2017_LABEL","LFO","LFO_LABEL","EMPSZES","EMPSZES_LABEL","YEAR","ESTAB","PAYANN","PAYANN_N","PAYQTR1","PAYQTR1_N","EMP","EMP_N",
"0500000US01117","Shelby County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","9","N","N","N","N","N","N",
"0500000US01117","Shelby County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","230","Establishments with 10 to 19 employees","2022","11","N","N","N","N","N","N",
"0500000US01117","Shelby County, Alabama","711219","Other spectator sports","001","All establishments","001","All establishments","2022","5","1489","J","379","J","25","J",
"0500000US01117","Shelby County, Alabama","711219","Other spectator sports","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US01117","Shelby County, Alabama","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","35","8622","H","1975","H","661","H",
"0500000US01117","Shelby County, Alabama","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","15","N","N","N","N","N","N",
"0500000US01117","Shelby County, Alabama","713940","Fitness and recreational sports centers","001","All establishments","220","Establishments with 5 to 9 employees","2022","7","N","N","N","N","N","N",
"0500000US01117","Shelby County, Alabama","713940","Fitness and recreational sports centers","001","All establishments","241","Establishments with 20 to 49 employees","2022","7","N","N","N","N","N","N",
"0500000US01117","Shelby County, Alabama","713940","Fitness and recreational sports centers","001","All establishments","242","Establishments with 50 to 99 employees","2022","5","N","N","N","N","N","N",
"0500000US01117","Shelby County, Alabama","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","15","2476","H","508","H","166","H",
"0500000US01117","Shelby County, Alabama","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","10","N","N","N","N","N","N",
"0500000US01117","Shelby County, Alabama","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","8","2948","H","651","H","76","H",
"0500000US01117","Shelby County, Alabama","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","4","N","N","N","N","N","N",
"0500000US01119","Sumter County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","3","695","J","221","G","21","J",
"0500000US01121","Talladega County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","11","1753","H","424","H","36","J",
"0500000US01121","Talladega County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","9","N","N","N","N","N","N",
"0500000US01121","Talladega County, Alabama","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","4","937","G","145","G","28","H",
"0500000US01121","Talladega County, Alabama","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","3","513","H","86","J","25","H",
"0500000US01121","Talladega County, Alabama","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","4","174","H","44","H","12","G",
"0500000US01121","Talladega County, Alabama","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US01123","Tallapoosa County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","4","1238","H","294","H","29","J",
"0500000US01123","Tallapoosa County, Alabama","713930","Marinas","001","All establishments","001","All establishments","2022","7","5413","J","1095","H","111","J",
"0500000US01123","Tallapoosa County, Alabama","713930","Marinas","001","All establishments","241","Establishments with 20 to 49 employees","2022","3","N","N","N","N","N","N",
"0500000US01123","Tallapoosa County, Alabama","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","3","104","G","25","H","5","G",
"0500000US01123","Tallapoosa County, Alabama","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US01125","Tuscaloosa County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","27","8479","G","2058","H","245","H",
"0500000US01125","Tuscaloosa County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","11","N","N","N","N","N","N",
"0500000US01125","Tuscaloosa County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","9","N","N","N","N","N","N",
"0500000US01125","Tuscaloosa County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","230","Establishments with 10 to 19 employees","2022","6","N","N","N","N","N","N",
"0500000US01125","Tuscaloosa County, Alabama","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","19","2003","H","467","G","251","G",
"0500000US01125","Tuscaloosa County, Alabama","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","10","N","N","N","N","N","N",
"0500000US01125","Tuscaloosa County, Alabama","713940","Fitness and recreational sports centers","001","All establishments","241","Establishments with 20 to 49 employees","2022","4","N","N","N","N","N","N",
"0500000US01125","Tuscaloosa County, Alabama","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","7","657","G","155","G","42","G",
"0500000US01125","Tuscaloosa County, Alabama","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US01125","Tuscaloosa County, Alabama","713990","All other amusement and recreation industries","001","All establishments","220","Establishments with 5 to 9 employees","2022","3","N","N","N","N","N","N",
"0500000US01125","Tuscaloosa County, Alabama","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","15","2281","G","508","G","88","H",
"0500000US01125","Tuscaloosa County, Alabama","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","9","N","N","N","N","N","N",
"0500000US01125","Tuscaloosa County, Alabama","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","4","N","N","N","N","N","N",
"0500000US01127","Walker County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","12","3413","G","826","G","91","G",
"0500000US01127","Walker County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","6","N","N","N","N","N","N",
"0500000US01127","Walker County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","4","N","N","N","N","N","N",
"0500000US01127","Walker County, Alabama","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","5","386","H","86","H","33","G",
"0500000US01131","Wilcox County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","3","95","J","22","J","3","G",
"0500000US01131","Wilcox County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US01133","Winston County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","8","2263","G","467","G","49","G",
"0500000US01133","Winston County, Alabama","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","5","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","85","31953","G","6937","G","473","G",
"0500000US02020","Anchorage Municipality, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","53","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","13","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","230","Establishments with 10 to 19 employees","2022","16","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","241","Establishments with 20 to 49 employees","2022","3","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","711211","Sports teams and clubs","001","All establishments","001","All establishments","2022","3","297","J","62","J","14","J",
"0500000US02020","Anchorage Municipality, Alaska","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","42","16095","G","3652","G","950","G",
"0500000US02020","Anchorage Municipality, Alaska","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","10","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","713940","Fitness and recreational sports centers","001","All establishments","220","Establishments with 5 to 9 employees","2022","10","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","713940","Fitness and recreational sports centers","001","All establishments","230","Establishments with 10 to 19 employees","2022","11","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","713940","Fitness and recreational sports centers","001","All establishments","241","Establishments with 20 to 49 employees","2022","6","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","713940","Fitness and recreational sports centers","001","All establishments","242","Establishments with 50 to 99 employees","2022","3","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","713950","Bowling centers","001","All establishments","001","All establishments","2022","3","2171","H","538","H","93","H",
"0500000US02020","Anchorage Municipality, Alaska","713950","Bowling centers","001","All establishments","241","Establishments with 20 to 49 employees","2022","3","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","50","7262","G","1451","G","250","H",
"0500000US02020","Anchorage Municipality, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","36","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","713990","All other amusement and recreation industries","001","All establishments","220","Establishments with 5 to 9 employees","2022","7","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","713990","All other amusement and recreation industries","001","All establishments","230","Establishments with 10 to 19 employees","2022","3","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","713990","All other amusement and recreation industries","001","All establishments","241","Establishments with 20 to 49 employees","2022","3","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","42","10856","H","2257","H","286","J",
"0500000US02020","Anchorage Municipality, Alaska","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","21","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","13","N","N","N","N","N","N",
"0500000US02020","Anchorage Municipality, Alaska","813410","Civic and social organizations","001","All establishments","230","Establishments with 10 to 19 employees","2022","5","N","N","N","N","N","N",
"0500000US02050","Bethel Census Area, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","3","1201","J","186","J","14","J",
"0500000US02050","Bethel Census Area, Alaska","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","4","263","G","32","J","5","G",
"0500000US02050","Bethel Census Area, Alaska","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US02060","Bristol Bay Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","6","742","G","68","G","5","J",
"0500000US02060","Bristol Bay Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","6","N","N","N","N","N","N",
"0500000US02063","Chugach Census Area, Alaska","713920","Skiing facilities","001","All establishments","001","All establishments","2022","6","1400","G","355","G","49","H",
"0500000US02063","Chugach Census Area, Alaska","713920","Skiing facilities","001","All establishments","220","Establishments with 5 to 9 employees","2022","3","N","N","N","N","N","N",
"0500000US02063","Chugach Census Area, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","11","940","H","93","G","18","J",
"0500000US02063","Chugach Census Area, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","10","N","N","N","N","N","N",
"0500000US02063","Chugach Census Area, Alaska","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","3","153","J","32","J","8","J",
"0500000US02063","Chugach Census Area, Alaska","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US02066","Copper River Census Area, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","8","1145","H","56","J","15","J",
"0500000US02066","Copper River Census Area, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","6","N","N","N","N","N","N",
"0500000US02068","Denali Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","10","1816","G","80","G","15","J",
"0500000US02068","Denali Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","9","N","N","N","N","N","N",
"0500000US02070","Dillingham Census Area, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","4","456","G","0","G","0","G",
"0500000US02070","Dillingham Census Area, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","4","N","N","N","N","N","N",
"0500000US02090","Fairbanks North Star Borough, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","22","7839","G","1707","G","118","G",
"0500000US02090","Fairbanks North Star Borough, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","13","N","N","N","N","N","N",
"0500000US02090","Fairbanks North Star Borough, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","5","N","N","N","N","N","N",
"0500000US02090","Fairbanks North Star Borough, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","230","Establishments with 10 to 19 employees","2022","3","N","N","N","N","N","N",
"0500000US02090","Fairbanks North Star Borough, Alaska","711219","Other spectator sports","001","All establishments","001","All establishments","2022","3","207","J","71","J","8","J",
"0500000US02090","Fairbanks North Star Borough, Alaska","713920","Skiing facilities","001","All establishments","001","All establishments","2022","3","501","H","204","H","28","G",
"0500000US02090","Fairbanks North Star Borough, Alaska","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","11","2135","G","506","G","129","H",
"0500000US02090","Fairbanks North Star Borough, Alaska","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","5","N","N","N","N","N","N",
"0500000US02090","Fairbanks North Star Borough, Alaska","713940","Fitness and recreational sports centers","001","All establishments","220","Establishments with 5 to 9 employees","2022","3","N","N","N","N","N","N",
"0500000US02090","Fairbanks North Star Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","30","2524","G","571","H","98","G",
"0500000US02090","Fairbanks North Star Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","26","N","N","N","N","N","N",
"0500000US02090","Fairbanks North Star Borough, Alaska","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","15","2305","G","518","G","85","G",
"0500000US02090","Fairbanks North Star Borough, Alaska","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","8","N","N","N","N","N","N",
"0500000US02090","Fairbanks North Star Borough, Alaska","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","5","N","N","N","N","N","N",
"0500000US02100","Haines Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","10","2884","G","145","H","26","H",
"0500000US02100","Haines Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","8","N","N","N","N","N","N",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","6","8418","J","710","J","49","J",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","5","N","N","N","N","N","N",
"0500000US02110","Juneau City and Borough, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","4","1261","H","297","H","24","H",
"0500000US02110","Juneau City and Borough, Alaska","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","6","1233","H","300","H","109","H",
"0500000US02110","Juneau City and Borough, Alaska","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US02110","Juneau City and Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","13","1633","G","113","J","26","J",
"0500000US02110","Juneau City and Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","12","N","N","N","N","N","N",
"0500000US02110","Juneau City and Borough, Alaska","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","9","1337","J","284","J","50","J",
"0500000US02110","Juneau City and Borough, Alaska","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","6","N","N","N","N","N","N",
"0500000US02122","Kenai Peninsula Borough, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","27","9017","H","1710","H","141","H",
"0500000US02122","Kenai Peninsula Borough, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","19","N","N","N","N","N","N",
"0500000US02122","Kenai Peninsula Borough, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","3","N","N","N","N","N","N",
"0500000US02122","Kenai Peninsula Borough, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","230","Establishments with 10 to 19 employees","2022","3","N","N","N","N","N","N",
"0500000US02122","Kenai Peninsula Borough, Alaska","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","9","657","G","171","G","58","G",
"0500000US02122","Kenai Peninsula Borough, Alaska","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US02122","Kenai Peninsula Borough, Alaska","713940","Fitness and recreational sports centers","001","All establishments","220","Establishments with 5 to 9 employees","2022","4","N","N","N","N","N","N",
"0500000US02122","Kenai Peninsula Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","53","5326","G","621","H","87","H",
"0500000US02122","Kenai Peninsula Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","47","N","N","N","N","N","N",
"0500000US02122","Kenai Peninsula Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","220","Establishments with 5 to 9 employees","2022","5","N","N","N","N","N","N",
"0500000US02122","Kenai Peninsula Borough, Alaska","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","13","838","J","191","J","49","J",
"0500000US02122","Kenai Peninsula Borough, Alaska","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","8","N","N","N","N","N","N",
"0500000US02122","Kenai Peninsula Borough, Alaska","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","4","N","N","N","N","N","N",
"0500000US02130","Ketchikan Gateway Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","11","1158","H","37","J","9","J",
"0500000US02130","Ketchikan Gateway Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","10","N","N","N","N","N","N",
"0500000US02130","Ketchikan Gateway Borough, Alaska","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","3","220","G","50","G","8","G",
"0500000US02150","Kodiak Island Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","15","949","G","134","H","13","J",
"0500000US02150","Kodiak Island Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","14","N","N","N","N","N","N",
"0500000US02150","Kodiak Island Borough, Alaska","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","3","226","G","53","H","18","G",
"0500000US02164","Lake and Peninsula Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","3","431","J","29","J","3","G",
"0500000US02164","Lake and Peninsula Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US02170","Matanuska-Susitna Borough, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","30","12469","G","2948","G","209","G",
"0500000US02170","Matanuska-Susitna Borough, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","15","N","N","N","N","N","N",
"0500000US02170","Matanuska-Susitna Borough, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","6","N","N","N","N","N","N",
"0500000US02170","Matanuska-Susitna Borough, Alaska","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","230","Establishments with 10 to 19 employees","2022","7","N","N","N","N","N","N",
"0500000US02170","Matanuska-Susitna Borough, Alaska","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","9","3099","G","682","G","165","G",
"0500000US02170","Matanuska-Susitna Borough, Alaska","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","4","N","N","N","N","N","N",
"0500000US02170","Matanuska-Susitna Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","38","3977","G","369","G","89","H",
"0500000US02170","Matanuska-Susitna Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","36","N","N","N","N","N","N",
"0500000US02170","Matanuska-Susitna Borough, Alaska","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","15","1578","H","328","H","57","H",
"0500000US02170","Matanuska-Susitna Borough, Alaska","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","8","N","N","N","N","N","N",
"0500000US02170","Matanuska-Susitna Borough, Alaska","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","7","N","N","N","N","N","N",
"0500000US02188","Northwest Arctic Borough, Alaska","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","5","543","G","76","G","15","J",
"0500000US02188","Northwest Arctic Borough, Alaska","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","4","N","N","N","N","N","N",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","5","701","G","162","H","29","G",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","3","N","N","N","N","N","N",
"0500000US02220","Sitka City and Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","8","1839","H","75","J","9","J",
"0500000US02220","Sitka City and Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","7","N","N","N","N","N","N",
"0500000US02230","Skagway Municipality, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","4","351","H","41","J","9","G",
"0500000US02230","Skagway Municipality, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US02275","Wrangell City and Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","4","148","H","28","G","5","J",
"0500000US02275","Wrangell City and Borough, Alaska","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","4","N","N","N","N","N","N",
"0500000US04001","Apache County, Arizona","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","3","268","G","52","G","6","G",
"0500000US04001","Apache County, Arizona","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US04001","Apache County, Arizona","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","4","660","G","132","H","16","J",
"0500000US04003","Cochise County, Arizona","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","12","2475","G","480","G","51","G",
"0500000US04003","Cochise County, Arizona","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","7","N","N","N","N","N","N",
"0500000US04003","Cochise County, Arizona","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","3","N","N","N","N","N","N",
"0500000US04003","Cochise County, Arizona","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","11","1082","H","238","H","82","G",
"0500000US04003","Cochise County, Arizona","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","6","N","N","N","N","N","N",
"0500000US04003","Cochise County, Arizona","713940","Fitness and recreational sports centers","001","All establishments","230","Establishments with 10 to 19 employees","2022","3","N","N","N","N","N","N",
"0500000US04003","Cochise County, Arizona","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","7","161","G","23","G","14","J",
"0500000US04003","Cochise County, Arizona","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","6","N","N","N","N","N","N",
"0500000US04003","Cochise County, Arizona","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","10","667","G","149","H","59","H",
"0500000US04003","Cochise County, Arizona","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","4","N","N","N","N","N","N",
"0500000US04003","Cochise County, Arizona","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","4","N","N","N","N","N","N",
"0500000US04005","Coconino County, Arizona","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","33","5963","H","1433","H","167","H",
"0500000US04005","Coconino County, Arizona","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","24","N","N","N","N","N","N",
"0500000US04005","Coconino County, Arizona","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","4","N","N","N","N","N","N",
"0500000US04005","Coconino County, Arizona","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","230","Establishments with 10 to 19 employees","2022","4","N","N","N","N","N","N",
"0500000US04005","Coconino County, Arizona","711211","Sports teams and clubs","001","All establishments","001","All establishments","2022","3","307","G","35","J","5","J",
"0500000US04005","Coconino County, Arizona","711211","Sports teams and clubs","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US04005","Coconino County, Arizona","711219","Other spectator sports","001","All establishments","001","All establishments","2022","4","200","G","0","G","0","G",
"0500000US04005","Coconino County, Arizona","711219","Other spectator sports","001","All establishments","210","Establishments with less than 5 employees","2022","4","N","N","N","N","N","N",
"0500000US04005","Coconino County, Arizona","712190","Nature parks and other similar institutions","001","All establishments","001","All establishments","2022","4","1093","G","226","G","30","H",
"0500000US04005","Coconino County, Arizona","712190","Nature parks and other similar institutions","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US04005","Coconino County, Arizona","713930","Marinas","001","All establishments","001","All establishments","2022","4","8913","J","1366","J","180","J",
"0500000US04005","Coconino County, Arizona","713930","Marinas","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US04005","Coconino County, Arizona","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","21","3801","H","876","H","267","G",
